Company,QueryID,SubQueryID,Relation ID,IsFK,ParentTableID,ChildTableID,JoinType,SystemFlag,SysRevID,SysRowID
160144,TL-Employeeshifts,97a8c9ea-fdc2-40a5-a665-10c207fcfeab,481b63fc-0627-4f99-9af1-5e16459745e5,TRUE,EmpBasic,JCShift,Inner,FALSE,214526661,2aa29161-cd32-4790-b6bb-4fa67e538ecd
160144,TL-Employeeshifts,97a8c9ea-fdc2-40a5-a665-10c207fcfeab,266e8ae6-08f9-4e97-a0cf-a93f3b0dae4d,FALSE,EmpBasic,ExtPREmp,Inner,FALSE,214526662,432b2b24-831e-4ddb-86dd-adc9910b9314
160144,TL-EmployeeTerm,3e9f0471-4374-49b3-a975-d6a3e5e82891,d512ced8-c1fd-4e5c-960d-d670ddcad58e,FALSE,EmpBasic,ExtPREmp,Inner,FALSE,194667247,e46c3346-d58d-4040-98c1-f6001514b8df
160144,TL-EmpSales,2f48a2bf-2922-4a80-8488-11dcab59744d,48f2f918-66c3-41f7-aa43-08cf991bfb6e,TRUE,OrderRel,Customer,LeftOuter,FALSE,175013831,0074cab0-620d-46f9-bf0c-9099d385ae4a
160144,TL-EmpSales,2f48a2bf-2922-4a80-8488-11dcab59744d,141d5676-574e-41b8-86a5-31f5e08432d6,TRUE,PORel,PODetail,LeftOuter,FALSE,175013833,09548080-74d0-4469-b5fb-630a5990cd7e
160144,TL-EmpSales,2f48a2bf-2922-4a80-8488-11dcab59744d,efbf2ce2-b58f-42d7-ac7d-67fe683098cf,TRUE,OrderDtl,OrderRel,LeftOuter,FALSE,175013830,66f40a10-bcbd-410a-a3b2-37acf159f463
160144,TL-EmpSales,2f48a2bf-2922-4a80-8488-11dcab59744d,70776efd-3e51-4564-a636-7c9cb7442aa4,FALSE,OrderRel,PORel,LeftOuter,FALSE,175013832,2c56af92-2d84-4d2c-8878-3e6a91add435
160144,TL-EmpSales,2f48a2bf-2922-4a80-8488-11dcab59744d,bf33b719-2207-44ec-a589-a537348af6ce,TRUE,OrderDtl,ProdGrup,Inner,FALSE,175013829,3a1350d4-f904-4921-8816-886d88e33085
160144,TL-EmpSales,2f48a2bf-2922-4a80-8488-11dcab59744d,ba17734a-afb7-47b6-8ba7-aeff8a1000c9,TRUE,PODetail,RcvDtl,LeftOuter,FALSE,175013834,72e7d556-3db0-45a1-b609-5fd1ab36428f
160144,TL-EmpSales,2f48a2bf-2922-4a80-8488-11dcab59744d,c7be840f-2d93-49bf-bc28-c3c5e8a29fcd,TRUE,RcvDtl,RcvHead,LeftOuter,FALSE,175013835,c2765dde-e18c-4cda-ae3c-4164b696ede5
160144,TL-EmpSales,2f48a2bf-2922-4a80-8488-11dcab59744d,b8a5880f-54ba-4c5b-aa3e-ef0a8c120d08,TRUE,OrderRel,ShipDtl,LeftOuter,FALSE,175013836,d32ec9ec-fc91-4900-a022-bd57d49ce3f5
160144,tl-expiredquotes,147e961e-8151-407d-9705-97ca674405fd,faeb0ea8-cbc0-4427-b56b-176a49cbae28,TRUE,QuoteHed,Customer,Inner,FALSE,221658771,27f2fa15-d10d-4cf6-8126-7e9c613323a3
160144,tl-expiredquotes,147e961e-8151-407d-9705-97ca674405fd,b51cf794-d5ce-44d5-8a62-33b0576e351c,TRUE,QuoteHed,QSalesRP,Inner,FALSE,221658772,dfd103d1-3875-4f81-a9f9-d977372225e6
160144,tl-expiredquotes,147e961e-8151-407d-9705-97ca674405fd,b772eee8-812f-4739-ae09-96245d6edc8b,FALSE,QuoteHed,EmpBasic,LeftOuter,FALSE,221658773,b3f0a2e7-34ad-41e7-8e1f-b67ea1acfc75
160144,tl-expiredquotes,147e961e-8151-407d-9705-97ca674405fd,dc34133f-c9b7-441b-99a6-d7093c262a90,FALSE,QuoteHed_UD,EmpBasic,LeftOuter,FALSE,221658775,328e1493-5c0b-420c-85d7-3fc59f2c677a
160144,tl-expiredquotes,147e961e-8151-407d-9705-97ca674405fd,86de6f42-bae4-41d4-9e0a-e82f35747e2f,TRUE,QuoteHed,QuoteHed_UD,Inner,FALSE,221658774,0a305d61-0694-4e70-8368-b7b011abe685
160144,TL-FixedAssets,9213d29a-22c2-4f06-8f6e-86eb918f6c38,779560e5-4fae-4f42-a76d-449756f65bff,FALSE,FAsset,FADisposal,LeftOuter,FALSE,237914106,d5b266a5-9a94-4f84-9e19-5b01cc264823
160144,TL-FixedAssets,9213d29a-22c2-4f06-8f6e-86eb918f6c38,aa8cb6fe-4001-4feb-8624-8a94b59b2454,TRUE,FAsset,FAClass,Inner,FALSE,237914103,7709d1ef-b800-463f-b8d3-bcb0aae664ca
160144,TL-FixedAssets,9213d29a-22c2-4f06-8f6e-86eb918f6c38,020dc895-208b-4fb2-b203-dc124fecac90,TRUE,FAsset,FAGroup,Inner,FALSE,237914104,524850ae-bbba-44d5-aa3c-84bfc6154418
160144,TL-FixedAssets,9213d29a-22c2-4f06-8f6e-86eb918f6c38,cd2e5e9e-b2b1-456e-a628-e7e4f4002844,TRUE,FAsset,FAssetDtl,Inner,FALSE,237914105,656eb908-c12c-4b14-b9eb-8017d82603f3
160144,TL-FSjobsRental,7329d436-a88d-4f9c-b08e-e9bbb043471c,9cb2a3f5-eb3c-42dc-9bbb-0ddf23925338,TRUE,JobHead,JobHead_UD,Inner,FALSE,166886878,5a96450c-7c55-4ac8-950a-06975769b72f
160144,TL-FSjobsRental,7329d436-a88d-4f9c-b08e-e9bbb043471c,663d05ec-2ea6-4c57-b3de-9acf3398fd29,TRUE,JobHead,JobAsmbl,Inner,FALSE,166886876,83d15229-1d3f-4d79-ab7b-998dc0c3c42d
160144,TL-FSjobsRental,7329d436-a88d-4f9c-b08e-e9bbb043471c,45857beb-204b-4c4f-ba25-9f76e5f18d23,TRUE,JobAsmbl,JobMtl,Inner,FALSE,166886877,d585f137-30b4-4351-b0ec-9a7f4b3b21b7
160144,TL-HanshowDataIntegration,c8d0a905-0ab0-4a87-885c-0a05a443602b,dd608e34-e35d-49e3-8c34-7aacad8cdea1,FALSE,JobHead,EmpBasic,LeftOuter,FALSE,273606172,75ce3d87-104a-4968-ae88-21b32c410385
160144,TL-HanshowDataIntegration,c8d0a905-0ab0-4a87-885c-0a05a443602b,0dce71b1-2911-4b7d-af12-a2816c45d72a,TRUE,JobHead,JobHead_UD,Inner,FALSE,273606174,77290784-ace0-42f7-9289-a45f52583c44
160144,TL-HanshowDataIntegration,c8d0a905-0ab0-4a87-885c-0a05a443602b,3c202263-7b02-4f8f-a4f0-bb3a7576308b,FALSE,JobHead,LaborDtl,LeftOuter,FALSE,273606173,12b1ff80-5cf0-4bfc-b9a8-8ffa42d8f11e
160144,TL-HanshowDataIntegration,c8d0a905-0ab0-4a87-885c-0a05a443602b,cdfc3fd6-bda9-4e43-8a73-d351d9767145,FALSE,JobHead_UD,EmpBasic,LeftOuter,FALSE,273606175,64fe22a5-81df-48f6-bc13-bc32e834cbbf
160144,TL-HolidayLaborHrs,3ccac155-162a-41f3-a3d6-6455f7bda754,7193ccbb-2d01-4bdb-bf74-408d724dbbbe,TRUE,LaborDtl,EmpBasic,Inner,FALSE,214208958,91494b47-6cf3-40f6-9116-a0dde9158331
160144,TL-HolidayLaborHrs,3ccac155-162a-41f3-a3d6-6455f7bda754,1cb39ce7-c1a8-4649-9de0-bfe45bf50e91,TRUE,EmpBasic,JCShift,Inner,FALSE,214208959,4903f2d1-4d62-418f-b921-dea1c38c51b9
160144,TL-HolidayLaborHrs,3ccac155-162a-41f3-a3d6-6455f7bda754,9708ff46-eb7d-4df6-87fc-ec2bdd3e449e,TRUE,LaborHed,LaborDtl,Inner,FALSE,214208960,6d8f1c1c-729a-4bda-b02d-f863b2941e4d
160144,TL-InventoryCount,0f01b22d-68f2-47a1-b660-4fdaef1e5a46,8b418f9d-dabb-49f4-bbdc-35cdc77260dc,TRUE,Part,PartBin,Inner,FALSE,211796393,e41b6f38-70fb-41a4-9cff-dd58e4febcf0
160144,TL-InventoryCount,0f01b22d-68f2-47a1-b660-4fdaef1e5a46,114c16e0-4086-45ea-af04-62e5ca8382b1,FALSE,Part,PartCost,Inner,FALSE,211796394,5a7e0759-0f3e-4d03-b28e-336ba165d4ad
160144,TL-JOB,3754fecd-8c85-47c4-af42-5bd05081c89c,b5584fed-be1e-43e1-8da0-d9fb14293d91,TRUE,JobHead,JobHead_UD,Inner,FALSE,89295905,d64a2393-e31d-4510-9db0-466bf69b5d17
160144,TL-JobClosingDashboard,e479afd3-807a-415f-845e-1fa40962e551,3605fd01-9797-41d2-8460-86115bc7452c,TRUE,ShipDtl,ShipHead,Inner,FALSE,241463927,20d08057-d051-4d5c-b5b7-7a6e6c8d54e7
160144,TL-JobClosingDashboard,e479afd3-807a-415f-845e-1fa40962e551,6451c486-6679-43f1-b635-a4dc36022616,TRUE,JobHead,ShipDtl,Inner,FALSE,241463926,2792ce48-932f-410a-9f44-44b92c07bc55
160144,TL-JobClosingDashboard,e479afd3-807a-415f-845e-1fa40962e551,2e784e97-0ddb-488f-8475-d6c3d2f1a799,FALSE,JobHead,PORel,LeftOuter,FALSE,241463928,34bfff7c-9193-4a6e-8616-536fe8648a49
160144,TL-Jobs_By_Departmen,49b9594b-17bf-4a3e-8c16-173237027c28,83261d9e-5390-4b93-970b-105b56c73a9e,TRUE,JobHead,JobProd,Inner,FALSE,90149477,4ed59ba4-2028-4c67-b503-6961012b46a1
160144,TL-Jobs_By_Departmen,49b9594b-17bf-4a3e-8c16-173237027c28,5a19a9da-3b3e-4a69-83c9-231226d94661,TRUE,JobOper,JobOpDtl,Inner,FALSE,90149478,c15a8077-3bcb-4f6f-bf74-938b17c1a3ef
160144,TL-Jobs_By_Departmen,49b9594b-17bf-4a3e-8c16-173237027c28,2b82ace5-0a4d-4358-b516-3d539a690d23,FALSE,ResourceTimeUsed,Resource,Inner,FALSE,90149479,14e8754b-4dd2-4bb8-a360-69620af8c2cf
160144,TL-Jobs_By_Departmen,49b9594b-17bf-4a3e-8c16-173237027c28,364bb330-80a3-4d30-b4b0-7b5664322d46,TRUE,OrderHed,Customer,Inner,FALSE,90149480,d61f8cc0-3b72-4441-9e37-f79b7454a990
160144,TL-Jobs_By_Departmen,49b9594b-17bf-4a3e-8c16-173237027c28,72bb458c-0e8d-4dc3-a69b-8286c7ed342c,TRUE,JobHead,JobHead_UD,Inner,FALSE,90149485,825094c1-ab4e-4670-a327-b7ffe520594c
160144,TL-Jobs_By_Departmen,49b9594b-17bf-4a3e-8c16-173237027c28,06728726-072b-4044-a2e4-a3edbf36722c,TRUE,Resource,ResourceGroup,Inner,FALSE,90149481,e9f610d6-0af3-429a-be6b-29c92307f3dc
160144,TL-Jobs_By_Departmen,49b9594b-17bf-4a3e-8c16-173237027c28,cfbc344e-ced2-4777-8f40-a82a54eb0d54,TRUE,JobHead,JobOper,Inner,FALSE,90149482,aa838c63-6486-4a48-9c2f-570617d19f1b
160144,TL-Jobs_By_Departmen,49b9594b-17bf-4a3e-8c16-173237027c28,7d8a8ffe-0a01-4944-b760-b9a5de4ca039,FALSE,JobOpDtl,ResourceTimeUsed,Inner,FALSE,90149483,dc11bbec-70c9-4bf0-8d38-88885aac6214
160144,TL-Jobs_By_Departmen,49b9594b-17bf-4a3e-8c16-173237027c28,2535617b-bdee-4bd1-9440-d6cedbf5b04b,TRUE,JobProd,OrderHed,Inner,FALSE,90149484,e599e499-6634-4d4f-9352-07c3ec1b3e0b
160144,TL-JobswithActivity2023,15fdd619-697d-41a2-8697-1282a7c320cd,1731334c-7204-463d-bbea-3a86aafbddce,TRUE,JobHead,JobHead_UD,Inner,FALSE,212539088,9979b434-8c2e-4421-857c-ba99c86b7322
160144,TL-JobswithActivity2023,15fdd619-697d-41a2-8697-1282a7c320cd,28cbb77e-2921-4af8-91ce-51d9444fbdf1,FALSE,JobHead,EmpBasic,LeftOuter,FALSE,212539084,1bfa8d14-e219-49ae-91be-258a3b62659e
160144,TL-JobswithActivity2023,15fdd619-697d-41a2-8697-1282a7c320cd,b8c5c9f5-1c34-4340-81bf-5f8ca905aee1,TRUE,JobHead,JobAsmbl,Inner,FALSE,212539085,cb52d343-5f67-4694-98e9-d7b4fe41427b
160144,TL-JobswithActivity2023,15fdd619-697d-41a2-8697-1282a7c320cd,99e48c0f-61b9-4e51-b0a8-612cec64cf03,TRUE,ShipDtl,ShipHead,Inner,FALSE,212539086,77bf3676-b631-490e-9045-ca616d30e52a
160144,TL-JobswithActivity2023,15fdd619-697d-41a2-8697-1282a7c320cd,21d55e0d-d714-4c4c-92a0-6741911974e6,FALSE,JobHead_UD,EmpBasic,LeftOuter,FALSE,212539089,fc67cc11-17bf-43ae-aa0c-256b52d99686
160144,TL-JobswithActivity2023,15fdd619-697d-41a2-8697-1282a7c320cd,095ad948-1897-4d4d-b426-cf4baf3b1cef,TRUE,JobHead,ShipDtl,Inner,FALSE,212539087,8df1a300-ed3b-4d3b-918e-2e6ef7673508
160144,TL-LastOpNotComplete,6e843617-5ac3-4f99-9e64-95a362265010,f152d6f8-8f99-4d9e-9251-0cb3bb66e4a4,FALSE,JobOper,lastop,Inner,FALSE,91350034,a97cdbbd-3954-46bd-9caa-3513d0b26744
160144,TL-LastOpNotComplete,6e843617-5ac3-4f99-9e64-95a362265010,0d7812e7-f895-4795-97ad-232e83d605fd,TRUE,JobOper,JobHead,Inner,FALSE,91350035,3d50f8cf-6045-4e7f-8091-2d020135e0bf
160144,TL-LastOpNotComplete,6e843617-5ac3-4f99-9e64-95a362265010,1e2e3dde-65d0-461b-bdd4-822c0b059183,TRUE,JobOper,JobOpDtl,Inner,FALSE,91350036,eb1b97e8-e7ef-4faf-9df6-3177f11a6ad6
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,bb28baea-3514-4cfe-a31b-06c786f39290,TRUE,JobOpDtl,JobHead,Inner,FALSE,90112604,bba65647-dfc0-4e98-b8fc-7e5a700f037a
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,29bd7bbf-1713-479f-b49e-3961d68c260e,TRUE,JobOper,JobOpDtl,Inner,FALSE,90112605,fda5af0f-3c6f-47b9-b1b5-8847d03d9524
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,65503db5-b8a6-4b9f-ae54-3bc27d046e6d,TRUE,OrderHed,OrderHed_UD,Inner,FALSE,90112613,ab9dd4d8-eebe-49a2-ba6b-a1149183f7e4
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,355e49a5-cd20-469f-875e-74ec4538e5b9,TRUE,JobHead,JobHead_UD,Inner,FALSE,90112612,a40ba0c1-4d9d-4daa-ba74-5a62c710bff4
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,b12aa491-9140-444d-965f-8fb36feef164,FALSE,JobHead_UD,EmpBasic,Inner,FALSE,90112611,95a5ec8e-1cb0-466a-87b9-758f81e13d03
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,92f9241a-04a2-4561-9ff1-932c27313325,TRUE,OrderHed,OrderDtl,Inner,FALSE,90112606,eba5aaa9-531a-40f4-8bce-a1a0d4722fc8
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,01dc6a8e-a88b-47c4-bd6d-9b3ae669db1d,FALSE,OrderHed,SalesRep,LeftOuter,FALSE,90112607,87617473-6a96-4aef-815f-9e36279ef1ac
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,7f7c71b8-d76d-4b33-a5f6-cadae6e85ecb,TRUE,JobProd,OrderHed,Inner,FALSE,90112608,394bb4e4-2441-467f-a585-75e869fa9e58
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,9fd41006-0004-4b23-9be2-cccb5e34e3ea,FALSE,JobProd,JobOper,Inner,FALSE,90112609,1cc3294a-a364-43a7-9565-4d29fc9fcefe
160144,TL-LateJobsReport,a3bc4a4d-a7ad-4df8-af9b-f66b02dd6a8b,160a8aea-2347-4147-9a3a-f3f0b3cd3fb1,TRUE,OrderDtl,Customer,Inner,FALSE,90112610,5f0bc278-a931-4734-9d61-d25477ce97cc
160144,tl-maintenancejobs,4ba23a2b-2bfc-4a84-bad8-20d47aa15d20,99a86120-a7aa-4890-9bef-e488f9fc1b2a,FALSE,JobHead,LaborDtl,Inner,FALSE,231638652,5d90baf7-245f-4ee4-b438-c529852ef4c3
160144,TL-MarkinganOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,13a9db6e-a6b0-4e6e-a959-2a3de1585dd7,TRUE,JobHead,Part,LeftOuter,FALSE,195503060,9e72a4d9-a06f-4115-beac-cf5d69f67533
160144,TL-MarkinganOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,e3fbdd39-9060-4392-8ea6-2f736e7eb9ac,TRUE,JobProd,OrderHed,LeftOuter,FALSE,195503061,8c07d4d9-5e3a-4d20-bc92-6854e2e1fb01
160144,TL-MarkinganOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,80972909-cab7-4625-82dd-410a11e030eb,TRUE,JobHead,JobProd,LeftOuter,FALSE,195503062,3c5f9bda-f0d3-4869-8094-6d68d8f07d67
160144,TL-MarkinganOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,2def83c3-b16f-4c74-9306-42c75d94ffdf,TRUE,JobOper,JobOpDtl,LeftOuter,FALSE,195503063,b71972a0-1244-49d4-bf2e-9c33e827934b
160144,TL-MarkinganOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,f89efcfa-2708-4732-ba64-42fdd7968314,FALSE,JobHead_UD,EmpBasic,LeftOuter,FALSE,195503068,e1c8dcef-e70f-4ec0-a924-df859efd9a05
160144,TL-MarkinganOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,3eecf55e-896a-4af8-8c60-59ffba039ac1,TRUE,OrderHed,Customer,LeftOuter,FALSE,195503064,b6a18479-9d20-46dc-9f3d-7ac4a942237b
160144,TL-MarkinganOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,f696b359-29aa-47e0-bfd3-7410fc4f492e,TRUE,JobOper,JobHead,LeftOuter,FALSE,195503065,800a75f0-11f3-4cea-8c15-ad4c82428fbd
160144,TL-MarkinganOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,85511b44-6eb4-4d01-a1d1-aa086357e2e0,TRUE,JobHead,JobHead_UD,Inner,FALSE,195503067,59c6374d-de55-4834-865c-bf1ff48c0036
160144,TL-MarkinganOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,5a6b8d43-96eb-46c8-b7af-de60e9abd42f,FALSE,JobHead,EmpBasic,LeftOuter,FALSE,195503066,56e86279-3f9b-4095-a516-39e9e972df96
160144,TL-MarkingAnyOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,13a9db6e-a6b0-4e6e-a959-2a3de1585dd7,TRUE,JobHead,Part,LeftOuter,FALSE,238818671,0813c096-e5b8-46ff-ada8-525511ebf3cf
160144,TL-MarkingAnyOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,e3fbdd39-9060-4392-8ea6-2f736e7eb9ac,TRUE,JobProd,OrderHed,LeftOuter,FALSE,238818672,a40480bc-b697-4313-8e23-e91f7e7fa41f
160144,TL-MarkingAnyOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,33b08a50-201d-46b4-a55a-3fc9f1fda696,FALSE,JobHead_UD,EmpBasic,LeftOuter,FALSE,238818679,44072954-fde8-4f1f-81e4-6400f04df58f
160144,TL-MarkingAnyOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,80972909-cab7-4625-82dd-410a11e030eb,TRUE,JobHead,JobProd,LeftOuter,FALSE,238818673,49fbb0ac-ae08-4a8d-9fa8-5ce4c9e75fc2
160144,TL-MarkingAnyOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,2def83c3-b16f-4c74-9306-42c75d94ffdf,TRUE,JobOper,JobOpDtl,LeftOuter,FALSE,238818674,33e95822-385c-40ee-a88b-426650eb168d
160144,TL-MarkingAnyOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,3eecf55e-896a-4af8-8c60-59ffba039ac1,TRUE,OrderHed,Customer,LeftOuter,FALSE,238818675,550a4b73-e877-4bd7-b9c5-0875a635ee80
160144,TL-MarkingAnyOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,f696b359-29aa-47e0-bfd3-7410fc4f492e,TRUE,JobOper,JobHead,LeftOuter,FALSE,238818676,dbfef8d8-32d7-46de-bd51-09f9fdc6f03f
160144,TL-MarkingAnyOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,e2072993-dcb6-4ea6-9c4a-c681aef1f8d7,TRUE,JobHead,JobHead_UD,Inner,FALSE,238818678,c6d3d57c-f909-43cb-85e1-b22dccec1e8e
160144,TL-MarkingAnyOpComplete,6e843617-5ac3-4f99-9e64-95a362265010,b1fa2fc5-27db-4681-8eaa-f49a1d0abb0d,FALSE,JobHead,EmpBasic,LeftOuter,FALSE,238818677,33a6a407-569f-4366-b646-51361697ca8e
160144,TL-MarkingReworkOperations,6e843617-5ac3-4f99-9e64-95a362265010,13a9db6e-a6b0-4e6e-a959-2a3de1585dd7,TRUE,JobHead,Part,LeftOuter,FALSE,176283629,ad5a3415-cc72-43b2-98af-2b780fdcf335
160144,TL-MarkingReworkOperations,6e843617-5ac3-4f99-9e64-95a362265010,e3fbdd39-9060-4392-8ea6-2f736e7eb9ac,TRUE,JobProd,OrderHed,LeftOuter,FALSE,176283630,6e5f5928-9407-4ea7-a92f-b0a82ced5815
160144,TL-MarkingReworkOperations,6e843617-5ac3-4f99-9e64-95a362265010,80972909-cab7-4625-82dd-410a11e030eb,TRUE,JobHead,JobProd,LeftOuter,FALSE,176283631,1ff560e3-4649-4617-b45c-8266865fbebb
160144,TL-MarkingReworkOperations,6e843617-5ac3-4f99-9e64-95a362265010,2def83c3-b16f-4c74-9306-42c75d94ffdf,TRUE,JobOper,JobOpDtl,LeftOuter,FALSE,176283632,d64b8893-579c-4c98-a2c6-57c96c4a8533
160144,TL-MarkingReworkOperations,6e843617-5ac3-4f99-9e64-95a362265010,3eecf55e-896a-4af8-8c60-59ffba039ac1,TRUE,OrderHed,Customer,LeftOuter,FALSE,176283633,bf5f3bc2-354f-468e-95d9-36d8b8389660
160144,TL-MarkingReworkOperations,6e843617-5ac3-4f99-9e64-95a362265010,99da192c-f09b-40b2-a7ed-6cfc14c23790,FALSE,JobHead_UD,EmpBasic,LeftOuter,FALSE,176283637,4bd1ca2b-a86a-4aae-91e4-407a28ce2d82
160144,TL-MarkingReworkOperations,6e843617-5ac3-4f99-9e64-95a362265010,f696b359-29aa-47e0-bfd3-7410fc4f492e,TRUE,JobOper,JobHead,LeftOuter,FALSE,176283634,eddd844a-8864-4d89-b42f-56780d988d07
160144,TL-MarkingReworkOperations,6e843617-5ac3-4f99-9e64-95a362265010,05521cfa-2cec-4af8-9988-bfe9f08cbea8,FALSE,JobHead,EmpBasic,LeftOuter,FALSE,176283635,75aed911-a2f0-4f40-aa3c-9413dc241a60
160144,TL-MarkingReworkOperations,6e843617-5ac3-4f99-9e64-95a362265010,462175b6-e9ea-458c-8034-f8565449ef30,TRUE,JobHead,JobHead_UD,Inner,FALSE,176283636,2834cdd2-cc9e-4105-901a-00c33ccfcf45
160144,TL-MultiplePOs,cf350366-9b9c-4b35-bbba-c2b6dea3537f,cfbe8811-ed1d-4a17-83d9-dd667b750568,FALSE,JobMtl,PORel,LeftOuter,FALSE,189941772,e61f19c5-049c-4d86-87a7-d1d0b4a12aa1
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,ccc17e47-c496-47db-872f-04b98a90d988,TRUE,QuoteHed,QuoteHed_UD,Inner,FALSE,89296136,2ed55f97-37e2-421c-bfd0-ba8cd0af13a3
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,1f21414b-8f57-4895-aaa8-13c2333480ef,TRUE,JobHead,JobProd,LeftOuter,FALSE,89296137,1f814fb8-16ae-4d29-b623-5014e0a4d7ad
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,db4b43d5-11b5-48ee-be73-1499f2637339,FALSE,JobMtl,JobOper,LeftOuter,FALSE,89296138,595d3d18-7c1e-4545-8f57-afed27953e96
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,34f83dca-649c-427f-a344-34165e8867f6,TRUE,JobHead,JobMtl,LeftOuter,FALSE,89296139,52c86457-cb18-4b30-a92a-be8610edecc8
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,a9e7b580-77cc-4cbf-a04f-42b0d98c12e1,FALSE,RMADtl,JobHead,RightOuter,FALSE,89296140,227b3bdf-3e83-4cbe-886e-67ae400bb042
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,c72292be-c2e7-4e82-9ed2-5e709cde2821,TRUE,JobHead,QuoteHed,LeftOuter,FALSE,89296141,13f571f8-916b-48d5-b3af-0b70bc908169
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,122cdfe7-e6e7-4509-b538-6ab16e169c0b,TRUE,OrderHed,Customer,LeftOuter,FALSE,89296142,44301252-5906-4883-b3d4-abd7e347e4cd
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,de003445-c5e4-4cf0-be0a-9de3622871f2,TRUE,RMADtl,RMADtl_UD,Inner,FALSE,89296143,36f339fa-dae2-429c-9c55-b9c77553e4b0
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,277073ce-5855-471c-b80a-bb11534c660c,FALSE,RMADtl_UD,JobHead,RightOuter,FALSE,89296144,8e7fd81c-f0ab-4613-beef-441a6199c06e
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,a6ca1107-73eb-45b4-8d41-eb073176b130,TRUE,JobHead,JobHead_UD,Inner,FALSE,89296145,37d608e3-99f5-490c-87ca-4d098b2b5681
160144,TL-OPENJOBS,297ed17f-91e2-4e00-9fda-c523ef44511d,02df19ee-01c9-476b-a083-f691506c50a9,TRUE,JobProd,OrderHed,LeftOuter,FALSE,89296146,ceaed392-ee63-4059-be41-8a188766d1ea
160144,TL-OpenPurchaseOrders,6f148078-b997-424d-bf6a-40592815ec27,942b3495-0337-47fe-b214-db1305512f0a,TRUE,POHeader,PODetail,Inner,FALSE,89645901,179b61c8-46cd-43fe-8ea0-38de69e983ac
160144,TL-OpenRMAs,8328a129-e9d8-4fd1-9d00-f5829cf70645,e8df70c4-3d97-4ccd-be83-13229e59b3c9,FALSE,RMADtl_UD,JobHead,LeftOuter,FALSE,176859406,a3ed3f17-4496-4b9b-aeaf-8b394bcab132
160144,TL-OpenRMAs,8328a129-e9d8-4fd1-9d00-f5829cf70645,48edea89-d047-43d8-a271-270b3f349d76,TRUE,JobHead,JobHead_UD,Inner,FALSE,176859407,5cd4def2-ac7b-4ce2-ac62-feafdee59b0e
160144,TL-OpenRMAs,8328a129-e9d8-4fd1-9d00-f5829cf70645,258ef003-df14-4528-a8b8-510c00c1b81d,FALSE,RMADtl,JobHead,LeftOuter,FALSE,176859402,ee0278b5-593d-418c-8eaf-e4678ec9c893
160144,TL-OpenRMAs,8328a129-e9d8-4fd1-9d00-f5829cf70645,d65b032a-5760-44ea-8fb7-7f06ce249695,FALSE,EmpBasic,JobHead,RightOuter,FALSE,176859403,3ed8513b-fa26-4d6d-9333-1a6b09ee4bb3
